Word,Known,Discard
fábrica,True,False
textil,True,False
callejón,False,False
calleja,False,False
suburbio,True,False
yacer,False,False
acurrucado,False,False
acera,False,False
capucha,False,False
asegurar,True,False
cuadrado,True,False
grueso,False,False
apuntar,True,False
odio,True,False
rebeldía,True,False
agachar,False,False
gruñido,False,False
revés,True,False
mejilla,False,False
desplomar,False,False
soportar,True,False
cardenal,True,False
meta,True,False
entendido,True,False
molesto,True,False
provincia,True,False
asesinar,True,False
calcinado,True,False
negocio,True,False
aristocracia,True,False
atento,True,False
engañar,True,False
nervioso,True,False
entrever,False,False
confianza,True,False
rabillo,False,False
ensombrecer,True,False
gastar,True,False
calmar,True,False
nerviosismo,True,False
ajeno,True,False
contacto,True,False
limpiar,True,False
